reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOFhMRW5i_iNIspu5LWh25K9y73hwUx2sqg8iW2eV55PeOxgXz-mp_ZP1igwWFN664N4of53kuepuF6DTQ,Rahul G,https://play-lh.googleusercontent.com/a-/AOh14Gg62ISqXw6ZpaCxF4JrNlhs04_GGhvE_uFN9o3ZJw,There is some issue in payment.,1,1,5.2.0.23,2020-07-25 14:20:59,You are welcome to contact our Support Team so they could assist you in resolving the issue at https://www.any.do/contact_form. We are here for you 😀,2020-08-03 10:19:45,newest,com.anydo
gp:AOqpTOEVe4AUcqzczufxZ1srR6oLsN-xvwoF4HWY3C_oga1_2yHeJefvYKMwMvCGOGUGWm1XumFfNy9xiEGDWA,Karan Bhange,https://play-lh.googleusercontent.com/a-/AOh14GiqjzufSTwP_9UF5iD0dqi_H0EiVSkSDX-zVo31,Too complicated. I need a plan to plan tasks.,1,0,,2020-07-24 17:50:47,"Please note that 90% of the app is completely free, including all core functionality! We allow our users to enjoy most of the features for as long and as much as they wish without any 3rd party ads or a requirement to upgrade :)",2020-07-27 11:28:54,newest,com.anydo
gp:AOqpTOGvk0q5VVstIf1j_kmOw7p-uDhvySiv77zo6mi4uhpvVNZTor0H9XnKT7xTpKGFSQeRcL6vSf9b8mvU_Q,Bharath Deva,https://play-lh.googleusercontent.com/a-/AOh14GgPOv2_hd2FXz-RwrOStC3_UAcNsViu7AOSgzshWg,Everything it expects you to pay,1,0,,2020-07-24 14:38:17,"Please note that 90% of the app is completely free, including all core functionality, and unlike similar apps, we allow our users to enjoy most of the features for as long and as much as they wish without any 3rd party ads or a requirement to upgrade :)",2020-07-27 11:26:42,newest,com.anydo
gp:AOqpTOFS2OQx9O54irOaSLMq8yjXW28jwuptuSRr0B5oClvkgVKoLrCAQlwJFKC7KVAlGlF4CaOYipks2OSLsw,Santiago Fracica,https://play-lh.googleusercontent.com/-66jkd4f3Lms/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucntqkC9gkL-PQ2JPx7H87_TeoKFDA/photo.jpg,"This app is useless unless you make the monthly payment, in that case does exist other app free and only with the essential",1,1,5.2.0.23,2020-07-23 23:47:48,"90% of the app is completely free, including all core functionality, and unlike similar apps, we allow our users to enjoy most of the features for as long and as much as they wish without any 3rd party ads or a requirement to upgrade :)",2020-07-27 11:22:35,newest,com.anydo
gp:AOqpTOGEyEAdWuKhw7MjfKfcXxF22922Mkq5Fav5naPAvNYigbWZCWWoJlZNyCM-wjVTPLTqBZj8CbAFq07-yQ,— A.,https://play-lh.googleusercontent.com/a-/AOh14Gh-OWm8gjeOTsdfRbKkRw7KqVpQBGhZb6BUXsJ5gw,Too many features locked behind premium.,1,0,,2020-07-23 23:17:31,"90% of the app is completely free, including all core functionality, and unlike similar apps, we allow our users to enjoy most of the features for as long and as much as they wish without any 3rd party ads or a requirement to upgrade :)",2020-07-27 11:22:25,newest,com.anydo
gp:AOqpTOGEf27WVfbS_YuYBZNdgi2ZsZ0UICG1eNbJdK4gtJ3sN-djKk2v9FWOrp_8rE_syZmh6oDmKg-LkOxbJQ,Ayush Shah,https://play-lh.googleusercontent.com/-ZLgqSrzBc6I/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck7V6zNrovNTiLF9E1sRZsHO9imCQ/photo.jpg,Worst app,1,0,,2020-07-23 20:11:06,"Was there a specific issue you encountered? We will be happy to assist, should you contact us at https://www.any.do/contact_form",2020-07-23 22:36:16,newest,com.anydo
gp:AOqpTOHx-h1BBiolVj4_yo7tC5u0dpSOrjCgQxq_K0_UN_u6-flNFBho1zSQnBZ2zAUoO5a-n70S8DDnNijK6Q,Mar Zur,https://play-lh.googleusercontent.com/-bzWFUSAA-4k/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnHZdE162BiUPakkHCNJoYpSXVqHg/photo.jpg,"I have the same recurring tasks to do every day. I need a to-do-list reminder to buzz me when it's time. The problem with this app, is that those reminder times somehow start drifting every day, giving me different times the next day! That is an annoying fail! Screw it, I'm going elsewhere. if I find a better app, I'll let you guys know. UPDATE : Suggestion did not work, and I found an app, that does not drift. I have moved on.",1,0,4.16.6.2,2020-07-22 18:43:10,"Our team will be happy to look into it for you, should you submit a bug report via the app's Settings - Support. That said, if this is not the type of solution you are looking for, we respect your decision to move to a different app.",2020-07-23 22:02:02,newest,com.anydo
gp:AOqpTOElISilniODwd6UBrqFngzTtDHLF-G0VLpR2_y1sV7IzvZ1DseLe4E2ZNiuQzrUc0To12jF9rMqIY0Fvg,Hugo Bounoua,https://play-lh.googleusercontent.com/a-/AOh14GgxGjdTH9X7r-5eP1JIwiKAO4ihFvm8PXoCXmIFSA,"OMG the UI is awful, seriously you have popup for premium every 2 seconds, there's no intuitive way see a normal calendar, you have to create an account even if you don't want to, the app is beautiful but show screen where it's impossible to understand what you have to do. It's a calendar, show a f... calendar.",1,13,5.2.0.23,2020-07-22 12:53:35,"The Premium ad only shows up when first opening the app, and when clicking on a Premium feature. To manage your Calendar View, click on the 3 lines icon on the top left (support.any.do/daily-calendar). Note that Any.do is account-based in order to sync and save all tasks on our servers, so all information is available 24/7 across all platforms.",2020-07-23 21:50:43,newest,com.anydo
gp:AOqpTOHVx30iEmmkO17URIJlh-OcRnuEtpI3bsTyXUO4K3qrf-1e0liiNAzRPLarS59nu55sO3kkpkDsj6pGSw,Md Matiur Rahman Roton,https://play-lh.googleusercontent.com/-nkjO7595z2Y/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclBcA-BY7LIRTgPaXmjtn32socLpQ/photo.jpg,Not good,1,0,5.2.0.23,2020-07-22 08:59:47,"Was there a specific issue you encountered? We will be happy to assist, should you contact us at https://www.any.do/contact_form",2020-07-23 21:37:32,newest,com.anydo
gp:AOqpTOEujjLj56XVqumAkipImEqIAU3qTIuQjENPaOKw6pLkwzyb3GERvPeldV6GdYZjjmPFP5xzKfcAWt-7Dg,Sam van Dijk,https://play-lh.googleusercontent.com/-pO3wTIb4myA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclYJ1Z0BRrD3jyjQuujv0B_ZQ1J4g/photo.jpg,"Trash. Yes, it has some nice nifty features but it lacks in complete necessities to actually plan your day. You can make a task, perfectly include subtasks and then add a nice color to the task. But no yellow, because that's already the fixed color of the 'priority label'. Reminders are great, except you can only have one. If I want to have a reminder on Wednesday 10AM and a reminder on Friday 6PM, I'd need a different app. Because this app only allows you to set 1 reminder. Frustrating. 0/10",1,30,5.2.0.23,2020-07-22 03:47:25,"Premium users can edit, create and delete tags (support.any.do/color-tags/). You can set Recurring Reminders for free, to get multiple reminders for any task, by preset intervals (support.any.do/recurring-reminders/). To set random reminders as mentioned, you can create 2 separate tasks. For questions, contact us at - www.any.do/contact_form",2020-07-23 21:27:51,newest,com.anydo
gp:AOqpTOGIOVCPBFMbujwhHQIQvkj1LysEblyRDp2Xa6FbLFztKBKOEz36pfBPJ1s3npjkBpeCsvd3p5uC4C997g,Nishank Soni,https://play-lh.googleusercontent.com/a-/AOh14Gi4kZrz9blV1_wn-xVVvoQ_PZDWvvamK-ekEuMi5AE,"Is it necessary to sign up account? While making a new account it's shows error ""oops try again later""",1,1,5.2.0.23,2020-07-19 23:05:35,"The app is account-based for years now, in order to sync and save all tasks on our servers - making sure that all information is available 24/7 across all platforms. For further assistance, feel free to contact us- https://www.any.do/contact_form",2020-07-22 19:58:18,newest,com.anydo
gp:AOqpTOEkZ75JR5CzVhxoxWa0XVmPanw_pEl1srcJ7yvkZdkPV4XNyXxE4R2fnG82e6qeXd7mhDYsfPYz5hh08A,Aishwarya Mishra,https://play-lh.googleusercontent.com/a-/AOh14GhhqztqOAdET9qWHLm7Z3EROYi0AOY3L9rX6J2GdHo,I've been using the app for a while and since last week it has been acting weird. I don't receive reminders anymore and it's completely a waste of time to set reminders! Not very reliable right now,1,21,5.2.0.23,2020-07-19 12:19:15,"Hi, due to new restrictions from Google, the popup on Android Q (Android 10) was disabled. To re-enable the pop up, go to your device settings- Apps & Notifications- Any.do- Advanced Settings- and enable all notifications types. If you're still having issues with your reminders, please submit a bug report via settings - Support, so we can assist!",2020-07-22 19:35:56,newest,com.anydo
gp:AOqpTOFQUpXKvMNR1jRWVAWTMJG7Y329tUxN1O62vlBEuga8kfDg2IihqFTYoiMY8sjRsrAw1WWuCJRFzJMuuQ,Leslie Howard,https://play-lh.googleusercontent.com/a-/AOh14Gg6V1q9DcN5G_pKYIthREY7oI549pQPYK2SYLDw,"While it's nice program, I can justify paying for it in perpetuity. That's just insane.",1,0,,2020-07-16 21:20:34,"Hey, you can use the free version as most users do :)",2020-07-17 12:08:55,newest,com.anydo
gp:AOqpTOG-tuvxRBSsc4ilfVxHoL0mZR9HSW49sM0YXZRJhIzTjix1UelsNeMNeRE0wSkygsrjR36JXU1-sg5C8g,Thomas Legrand,https://play-lh.googleusercontent.com/a-/AOh14GgZJ65O83Kgmn8k3z9vP0xmopb31AmoFNzj6KJv7A,Have to pay for recurrent daily task.. which is the main purpose of that app.,1,3,5.2.0.23,2020-07-15 21:49:29,"The Recurring Reminders feature is free! You can get multiple reminders for any task, for as long as you need :) For instructions on how to set the Recurring Reminders in in our Help Center: https://support.any.do/recurring-reminders/.  For any questions or assistance, please contact us at https://www.any.do/contact_form.",2020-07-16 11:50:41,newest,com.anydo
gp:AOqpTOHpf9K8LU37XUWUDBZaha5oBmkZfXzGHL4swlGZxJDAz8lbQbFK1QkqiJiyfYUad47lftOEDbeCN6Ni7A,Eduard Knyshov,https://play-lh.googleusercontent.com/a-/AOh14Gia6M7XHLwo8JXXJvubm9quj_RIgOM1oZb8h8ioKMw,"List sharing sharing is not working. UX is straight from iOS app, terrible",1,1,5.2.0.9,2020-07-15 15:45:51,"We are unaware of any issues with sharing lists, so that's odd. Please submit a bug report with more details, via your app Settings - Support, so we can look into it. Please note that we are developing the app per each platform accordingly, in terms of Dev and UI/UX, so we're not sure exactly what you are referring to.",2020-07-16 11:41:43,newest,com.anydo
gp:AOqpTOEMmUviQrZpY7Tltb3K_Ldp63aphWGq0PBslQp4dUHwWY-v9vo5lAJcuoaXspMMsT98TYKYwGDMOs5UGw,Andrej Zirdum,https://play-lh.googleusercontent.com/-ZIgdezwUMzU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckfJ0UyubuGmWWIKuDZiESVJkD6FA/photo.jpg,"Worst app I have ever used, it doesn't do anything.",1,0,5.2.0.9,2020-07-14 14:33:26,We have an extensive Help Center detailing how to utilize the features -https://support.any.do/. You are also welcome to contact us at https://www.any.do/contact_form with any questions. We'll be happy for an updated review once you get to know the app better :),2020-07-15 14:23:29,newest,com.anydo
gp:AOqpTOHZBmg6wpG_xgM8nLBElG8GynYKAvbcfwOyoK3Zdlbgv4KeVL1zE_fJDaivnR9SNm-pYb47dcW3LwJC9w,Jihat akion,https://play-lh.googleusercontent.com/a-/AOh14GglTB3LA2tfSXB9PpPWR3PjeITO1qnWVPGuIHbkdw,Raben nat s7,1,0,5.2.0.9,2020-07-13 01:44:58,,,newest,com.anydo
gp:AOqpTOF2nGE_-44wuG9_HZ7VVZmFzYi94WulSHlmlufN1h4UV5SlW4Fl5HjJRUlFzxIG9IG-gVS7ABZHoW3Ykw,Marc Santos,https://play-lh.googleusercontent.com/-Q_dZJH_k8sk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclNvupIeD2y84VgMaPS0APPh8417w/photo.jpg,First thing that happened upon opening is asking for payment. Good job.,1,0,,2020-07-12 18:23:47,"90% of the app is completely free, and we allow our users to enjoy all core features for as much as they wish without a requirement to upgrade :) The Premium ad only shows up when first opening the app, and when clicking on a Premium feature. You can opt out by clicking on 'No, Thanks'. For any questions, contact us at- www.any.do/contact_form",2020-07-13 12:24:59,newest,com.anydo
gp:AOqpTOFvFOgqG10O2oWslfPKRrPsel03Nb7--S018NH5MF5YgasH49JwNsxuk_oqdmHzCCbK-OZCNM-LTNeqZw,Arthur Nystrom,https://play-lh.googleusercontent.com/-_2J8hzNNCqM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn8Qwb7HleYP-bAAxc1xsiIMsrr6w/photo.jpg,"I do not have much to say in regards to the app itself. It seems to function fine, but it was not the calendar app that I needed. The reason I am giving it 1 star is because I canceled my subscription and account within the seven day free trial and still got charged the yearly rate. The problem has been reported to the company. I will keep this review updated with any action from Any.Do. UPDATE: The gist of the problem is this. Any.do makes it very difficult to find out how to cancel the sub.",1,0,,2020-07-11 00:11:33,Our policy and TOS are completely transparent and can be found in the Help Center and our main page. We provide users with a full 7 days trial to test the app with an additional 48 hours for a refund- upon the user's authorization via the app and Google Play. For any questions please contact us at https://www.any.do/contact_form,2020-07-12 13:33:45,newest,com.anydo
gp:AOqpTOEtpLcODD_NZOBqR1N7DBbaLdw3Gyz3v3xZAp19HgHc4QKSUlOZSrGzvZP6Kqdyp3Gzea5ClRMAAR97LA,Mad Scientist,https://play-lh.googleusercontent.com/-kIZF4kMt6yY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmwA7gReRuPOSf5M2JgdR1nMjrYfQ/photo.jpg,"Unable to register with an email. Clicking""continue with email"" will just take you to a login page. Complete waste of time. I searched them first three pages of Google for a solution and found nothing. Found no solution on their help section. I don't want to register with Facebook or Google. If you include a feature, make sure it actually works.",1,81,5.2.0.9,2020-07-10 23:29:22,"We are unaware of any issues with signing in to the app using email, so that's odd. Please make sure that you are following the instructions provided on our Help Center here- https://support.any.do/account-and-profile/. If you're still experiencing issues, please contact us at- www.any.do/contact_form, and we'll be happy to look into this for you.",2020-07-12 13:32:19,newest,com.anydo
gp:AOqpTOGZhh75np0NMmC73LOuFvPhDqBwQsKr67YRz4kY7pijf32-EVF60Bg-UvatfzV9Ac3XFVEKa_uv_reydA,Mohamed Mousa Hassan,https://play-lh.googleusercontent.com/a-/AOh14Gi2jBHh8XCqObp_SneTSKU_d0VSSyrg4GwQjFGW,"My backup is gone, very important data deleted",1,1,5.2.0.9,2020-07-09 10:47:44,"Hi Mohamed, please make sure that you are logging in with the same Any.do account on all platforms. If you’re experiencing any issues, please contact us at- www.any.do/contact_form, and our team will be happy to look into this for you.",2020-07-09 14:21:24,newest,com.anydo
gp:AOqpTOGG5EdQ69VnyUoJ2bJ4jB_hWqNeLh9nZ-ULOVzV-ZWN0kzqlWbjoL3bbAm6T1NX-uCodpxo5BXUO5MuKA,Sergey P,https://play-lh.googleusercontent.com/a-/AOh14GgVZCVhMVKuKQCcDSIhbey0DGpV13TXk1Z85uA69Xo,"Any.Forget... Had an instance of daily repeating event, that I have marked as complete today and somehow it did skip the next day and only proceeded to the day after. Kind of ""daily event with some days skipped"". So useless to me as can't be trusted for notifying about daily routine tasks. P.S. don't tell me I don't know how to setup a recurring event!!",1,16,5.2.0.9,2020-07-08 15:07:48,"Our team will be happy to look into this issue for you, should you submit a bug report via your app Settings - Support. You may also contact us at - https://www.any.do/contact_form",2020-07-09 13:49:41,newest,com.anydo
gp:AOqpTOFP7H5aFBDA-Bd_w7e2A-19zZffNJbbH1OL-CYTpS_AhPFjabdnQ3JduZX5wHjA8097YAaNUHcRGl-KcQ,Jay Nishimura,https://play-lh.googleusercontent.com/a-/AOh14GhJ7q3H4t2UIn8D7QN81ocTQ-4SuOftgau7B6jXOg,"It works okay, But I did not consent to subscribing at $28/year subscription. I thought I purchased it until I saw that it was renewed for an additional $28. It's definitely not worth that price. Very angry and ripped off. I got charged twice for something that I thought I bought outright. I will never buy anything from them. Ever",1,30,5.2.0.9,2020-07-06 15:21:44,"A payment can only be made upon the user's authorization. If a user doesn't cancel the subscription in order to notify Any.do that he doesn't want to keep Premium features, the subscription will automatically renew into a yearly subscription as stated on the upgrading screen. For subscription questions please contact - www.any.do/contact_form.",2020-07-07 16:31:27,newest,com.anydo
gp:AOqpTOGltuZ6kbrt98DWzYeDKY6tVbzSguvS9ZW3pg2KmAfR0FjlVPnmLL7H4LyvFpDXqBN2dryCy5L5jUzhbg,Rupali Mahato,https://play-lh.googleusercontent.com/a-/AOh14GgJ4UlD5ouAvuu0acTAV0TyDEOnPxhJHVqMfqQJGw,Very slow app it took me 10 min just to start the app....,1,1,5.2.0.9,2020-07-06 09:03:36,"We are unaware of any issues with the app not loading correctly, so that sounds odd. Please send us a bug report via your app Settings - Support, we will be happy to get to the bottom of this for you.",2020-07-07 16:21:07,newest,com.anydo
gp:AOqpTOGMcJ_6EB3ZVTXbXxmTRwhU65iyDGoSDCKk5SJzWp0vByeA3m0w1Ov--z-loOM5_heXqO_aeg1xIgSkEQ,M Khan,https://play-lh.googleusercontent.com/-om5m2NmNEUU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckpqHcaGoyDUsYyeL3n8caPGthkOg/photo.jpg,"Updates made that are not fully tested. They need to add option to revert back to the olddd verison. that was simple to use, but most importantly it worked.",1,18,5.2.0.9,2020-07-05 19:57:01,"What do you find troublesome about the update? We'd love to get your feedback about what specifically you liked or disliked about the new update, by writing to us at https://www.any.do/contact_form. We're constantly trying to provide the best possible app for our users, and feedback like yours help us do so.",2020-07-07 16:12:04,newest,com.anydo
gp:AOqpTOEpxnNVoVtrGnltiF_9_8cR6kSByy00vgKJ-Jsgs9QC5Z9aZna81E0bHcjr5aYamZSk3mwk2mk1URpWTg,Marcelo Sison,https://play-lh.googleusercontent.com/-ZVIcSoQiK7w/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckhdAKj2rpgRyphhfsoGeZZxHcz3w/photo.jpg,Anydo,1,0,,2020-07-05 17:06:51,,,newest,com.anydo
gp:AOqpTOF1YR5fmGWeSRw4r4KzRuStiVnrTHhjbXmiPVGY5f1FZ3Gq1q76QwkPsZGEeBZczZFjsPyMeCGkgyXNmg,Virtual Bowler,https://play-lh.googleusercontent.com/a-/AOh14Ggj7M83CKa4qKVgDL5nwOV6Th_hZy_VK7fsPYwh0g,"App loding ke baad peese maang raha hai, pahle bataaye , data kyo kharaab karwaya",1,0,,2020-07-04 04:19:09,We have an extensive Help Center detailing how to utilize the features -https://support.any.do/. You are also welcome to contact us at https://www.any.do/contact_form with any questions.,2020-07-07 16:04:44,newest,com.anydo
gp:AOqpTOEF7Dt1m_v8AlD_EcsuXBiLKDZJxNANOVM8ohAOcjfS9A7W-1f5jIr7FA2PtnMTBR2e1mhX8WeG_9qTjQ,Tom Larkin,https://play-lh.googleusercontent.com/-rQ0FefEbngc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucltJbXJ1k2kHz-RhM3Ksn2FE1OXvw/photo.jpg,"Ruined the app by trying to get too fancy. My wife has also become frustrated with it. She has had it since it started and now struggles with it. You should be able to add a task then go straight to set time/day. But instead, you have all the other short cuts there that really aren't.",1,11,5.2.0.9,2020-07-03 22:50:36,"Please note that we've recently released a new feature called Smart Type, which allows you to add a task using natural tongue, and determine the Reminder date automatically. You can simply set the reminder by clicking on the bell icon. For any questions or assistance, please contact us at https://www.any.do/contact_form.",2020-07-07 15:59:07,newest,com.anydo
gp:AOqpTOHuXUR_KwsM09L_oqLw03NNS33YGIxle53ZCJcmixAWI55ywWP_wHyO43KQHw5ET1SCi_AIrc8boowd9A,ziajutt sports,https://play-lh.googleusercontent.com/a-/AOh14GjdRiP_WStCOoxkZJ5DnjCWTcvnzV_Ye_sNFEFU,I could not have any expirions about this app,1,0,5.2.0.9,2020-07-03 21:36:09,"We have an extensive Help Center detailing how to utilize the features -https://support.any.do/. In case you need any assistance, you are welcome to contact us at https://www.any.do/contact_form and we will be happy to answer any question.",2020-07-07 15:51:18,newest,com.anydo
gp:AOqpTOGfTIqKLHA3POIw_BwCBZfSTEaanm-kuvqRY-uLntWevjVt6kIaM0_NIzJ32S3cJEX74bluTROxcmRceQ,Jessica Harris,https://play-lh.googleusercontent.com/-9lq1sNRQP7c/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm_U5_gGg3F1Cb9XaxZ6eB-nYfudA/photo.jpg,Terrible App. Don't waste your money.,1,0,,2020-07-03 18:37:27,"Sorry you feel this way. Was there a specific issue you encountered? We will be happy to assist, should you contact us at https://www.any.do/contact_form",2020-07-07 15:46:45,newest,com.anydo
gp:AOqpTOEP56n1siFGvNIku3Yx0mJFGSnV2RE15j63fHF2N4CjkwH7QlAesjfjfqv0dwfsa-LDL4-pnwzjt1HjDQ,fatma şahin,https://play-lh.googleusercontent.com/a-/AOh14GgxGI43UWt2EyGJ08hjfJJLkcZcOMqGIXQtd8ri,I couldn't use it,1,0,,2020-07-03 16:47:09,"Was there a specific issue you encountered? We will be happy to assist, should you contact us at https://www.any.do/contact_form",2020-07-07 15:46:16,newest,com.anydo
gp:AOqpTOEBLKwuqdtHSgWfKtQZYrRPik3a2qyuDF-jqmrvKKypjp9tTOK_p3Ug1YFP_A6xiAzet1PAPU_b0bpXOg,Stuart Beaty,https://play-lh.googleusercontent.com/a-/AOh14GgAV5U-Sb2QYqzxAmM7N5Mo4Fk_YGZzkgEpP10LAQ,Looks like a pretty good app but it doesn't sync with Alexa. Which is the main reason I installed it. Shouldn't be this difficult.,1,0,,2020-07-03 03:27:19,"Please make sure that you have connected Any.do with the Alexa skill as explained on our Help Center at- https://support.any.do/alexa-skill/. If you're still experiencing any issue, please submit a bug report via your app Settings - Support so our team can look into it for you!",2020-07-07 15:40:40,newest,com.anydo
gp:AOqpTOHez3aprgB9oaHaQsCl8FTi5aXbI6whSDNccZAjcS77iXELX9RhAGCYzdnfSWVbkrMlVNeoxNKrPiG4Qw,Gints Gabalins,https://play-lh.googleusercontent.com/a-/AOh14GgbmpZCjzu-2MmN8t5oWWKXrtsDmw5K_xd0M5F3,"Forces you to sign up and use credentials, uninstalled.",1,0,5.2.0.9,2020-07-02 22:26:45,"The app is account-based for years now, in order to sync and save all tasks on our servers - making sure that all information is available 24/7 across all platforms. For further assistance, feel free to contact us- https://www.any.do/contact_form",2020-07-07 13:48:28,newest,com.anydo
gp:AOqpTOF2tSSZAeBvydeWYYmPkhJ50vBpbx34iBlpK4hMZi6qiWxY3zRnWngf_8DBdytlyA0a8Pd8uIlM6vkKxg,Fardin Nazari,https://play-lh.googleusercontent.com/a-/AOh14GgXCN7DbfFDNfwoyrbEjtkHQJHSbaK-zZ8djWni,Hf,1,0,,2020-07-02 11:56:42,,,newest,com.anydo
gp:AOqpTOFpIVs_kRHtuXlO55bVyFFH99K_oRRGK2jisdSKKLrX4oi-eyLMqRFQTry0-XhKN5wessPXdZgWgfPHNg,Danuta Meissner,https://play-lh.googleusercontent.com/a-/AOh14GiBcSPUer8w_to0V2C5Efdd43STGT0E9nM9aFOb,Most useless app ever used! Very difficult to save anything or find anything! Put some tasks didn't get any reminders so didn't do it! Erasing this nonsense Can't even save this review,1,2,5.2.0.9,2020-06-30 14:30:20,Sorry you feel this way. We have an extensive Help Center detailing how to utilize the features -https://support.any.do/. You are also welcome to contact us at https://www.any.do/contact_form with any questions.,2020-07-01 13:10:57,newest,com.anydo
gp:AOqpTOEbIfrkBGCIghndTCDq1pGIUpligMP2rk9g2Y6lJTguMdWt9StGE5ReeP7bbWkA0hID7AXGy1Q4MHM_Kw,Tristan Williams,https://play-lh.googleusercontent.com/a-/AOh14Gg8g3Ve1ABtorkCJslPBzIGIMnnEXArWqlDjHW_Dx8,Its a great app but I dont receive any events notification although I have allowed the notification to come through from this app. I really don't understand why because I have set everything correctly.,1,0,,2020-06-28 09:01:14,"We are unaware of any issues with the Notifications, so that sounds odd. Please send us a bug report via your app Settings - Support, we will be happy to get to the bottom of this for you.",2020-07-01 12:49:39,newest,com.anydo
gp:AOqpTOEJGqlC-ERt92lxgMKIsfl7URaQOFl_sYEgKRqnayN_jGeIFO1OHwrOdOYO0UayVljQNUJn3XmlDZpgWA,biru Kumar,https://play-lh.googleusercontent.com/a-/AOh14GjvZ4U2GHD1Z9OO1FfCI8S4HhK_Nb3BnqJHJilwwg,Virender.kumar,1,0,,2020-06-28 07:51:06,,,newest,com.anydo
gp:AOqpTOECW8_nPId4RrE-GVEWwekM2X8Z_P2mpTgicn8JjlxEmVA0RHBBuvlLq7AJhtF54t86VH-qiGz2F0phZA,N Ifrah,https://play-lh.googleusercontent.com/a-/AOh14GhkACyttB_lsvKWApo3GkbSa-cj5_QybcxmysWE,Useless,1,0,5.2.0.9,2020-06-27 14:34:15,Sorry you feel this way! We have an extensive Help Center detailing how to utilize the features -https://support.any.do/. You are also welcome to contact us at https://www.any.do/contact_form with any questions.,2020-06-28 12:37:58,newest,com.anydo
gp:AOqpTOGIVeiigWxTAiWLrrXBPrMu4_tfrAQTQHftzcEOO8cZSVlCpqgCEozLNfY068PllxYmgvzaLw1lePxVcg,kapil kalal,https://play-lh.googleusercontent.com/a-/AOh14GiVgKs-xllNsQRvdKlEOzvjHhRAvpb3EwRoh9IzfA,Price is high,1,0,,2020-06-27 09:19:42,"We ensured that Any.do would be fairly priced by basing our cost on standard business models for the industry. If you don't want to upgrade, then you can continue to use Any.do for free for as long as you would like. For assistance you are welcome to reach out to our Customer Support at- https://www.any.do/contact_form.",2020-06-28 12:32:32,newest,com.anydo
gp:AOqpTOFWlGEoehro55U6o_46q26F98AMiWj_MLs7b8h-M5VQ6WvGOvT77HnKUMkIeQ6Iv-PvvFq-SLKIAXm62g,thakur swaroop singh,https://play-lh.googleusercontent.com/a-/AOh14GhvZ8vG9CTjA1BoJj6roqrWYOJl-eWYsVuDhOHfNQ,"Under subtitle *security* ""However, please note that we cannot guarantee that the information will not be exposed as a result of unauthorized penetration to our servers"" Sorry no thanks.i just downloaded but after reading privacy policy i prefer going thru •Google official •one & app like calendar required lot of access ,&i personally don't wanna bleach my data like this..btw the tq for placing the info it to let us know :)",1,1,4.17.0.2,2020-06-26 12:52:01,"Your data is safely stored and cannot be accessed by unauthorized parties. Our host, Amazon Web Services is trusted by numerous corporations and all transportation is encrypted. We fully comply with GDPR regulations and our co-founder and VP of Engineering is a security veteran who keeps up to date with the latest security requirements and tools.",2020-06-29 12:07:31,newest,com.anydo
gp:AOqpTOFJT8mGwVV8ExW_jkHnG3IU7t6T6dCRi7olMVkT9czf3bVYTzw6LCSmy0gQmzCdJhVu5qVqQfAbJOilLA,MARK SAPINORO,https://play-lh.googleusercontent.com/-L3TVqm2D60c/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclz0y-WBigCQhqdu52GKn_eIZHjHg/photo.jpg,Bad app,1,0,,2020-06-25 22:38:14,"Sorry you feel this way. Was there a specific issue you encountered? We will be happy to assist, should you contact us at https://www.any.do/contact_form",2020-06-28 12:15:57,newest,com.anydo
gp:AOqpTOHt1yIWNk9FZEYMKQacTfGc3CrQduGNMrtWeULzdM283GNBS1tvCtzHL1JH4AV-9-_22sVNhguFZTA23Q,Dharmesh Timbadia,https://play-lh.googleusercontent.com/a-/AOh14GiXMLHIcuZ0l0au5mN4WI0i2vgcm1TbU7JerA8b3w,Tried doing all the settings as per ur guidence.. but app is not supporting popups in lock screen.. everytime I have to unlock my screen to check the event..,1,0,,2020-06-25 13:22:27,"Hi, due to new restrictions from Google, the popup on Android Q (Android 10) was disabled. To re-enable the pop up, go to your device settings- Apps & Notifications- Any.do-Advanced Settings- and enable all notifications types. If you're still having issues with your reminders, please submit a bug report via settings - Support, so we can assist!",2020-06-28 12:10:54,newest,com.anydo
